uuid,company_name,permalink,website,linkedin,facebook,twitter,phone_number,contact_email,short_description,description,locations,location_groups,hq_postal_code,company_type,operating_status,ipo_status,founded_on,exited_on,closed_on,categories,category_groups,num_employees_enum,funding_total,funding_total_usd,equity_funding_total,equity_funding_total_usd,last_funding_total,last_funding_total_usd,last_equity_funding_total,last_equity_funding_total_usd,last_funding_type,last_equity_funding_type,funding_stage,num_funding_rounds,last_funding_at,num_investors,num_lead_investors,investors,investor_type,investor_stage,num_portfolio_organizations,num_investments_funding_rounds,num_lead_investments,num_diversity_spotlight_investments,num_exits,num_exits_ipo,num_founders,founders,diversity_spotlights,num_acquisitions,acquisition_status,acquisition_identifier,acquirer_identifier,acquisition_announced_on,acquisition_price,acquisition_price_usd,acquisition_type,acquisition_terms,went_public_on,delisted_on,ipo_amount_raised,ipo_amount_raised_usd,ipo_valuation,ipo_valuation_usd,stock_symbol,stock_exchange_symbol,rank_org,rank_org_company,rank_org_school,rank_delta_d7,rank_delta_d30,rank_delta_d90,revenue_range,num_contacts,num_private_contacts,contact_job_departments,num_articles,num_event_appearances,num_org_similarities,num_sub_organizations,last_key_employee_change_date,last_layoff_date,semrush_visits_latest_month,semrush_visits_latest_6_months_avg,semrush_visits_mom_pct,semrush_global_rank,semrush_global_rank_mom,semrush_global_rank_mom_pct,semrush_bounce_rate,semrush_bounce_rate_mom_pct,semrush_visit_duration,semrush_visit_duration_mom_pct,semrush_visit_pageviews,semrush_visit_pageview_mom_pct,builtwith_num_technologies_used,siftery_num_products,apptopia_total_apps,apptopia_total_downloads,ipqwery_num_patent_granted,ipqwery_num_trademark_registered,ipqwery_popular_patent_category,ipqwery_popular_trademark_class,aberdeen_site_it_spend,aberdeen_site_it_spend_usd,privco_valuation_range,privco_valuation_timestamp,num_private_notes,private_tags,xrm_deal_stages,num_xrm_deals,num_xrm_accounts,xrm_account_owners,xrm_account_types,program_type,program_application_deadline,program_duration,school_type,school_program,num_enrollments,school_method,num_founder_alumni,num_alumni,hub_tags,job_posting_link_source,growth_insight_confidence,@dropdown
466c4b6c-2619-4108-9746-1d7fa1a0954d,Tahltan HEO Program,tahltan-heo-program,https://www.tahltanheo.com,,,,(250) 771-3077,canicholson@contactnorthbc.ca,"The Tahltan HEO Program is a comprehensve training program that covers driver's license assistance, HEO mentor training, and HEO growth.","The Tahltan HEO Program is a comprehensve training program that covers driver's license assistance, HEO mentor training, and HEO growth. This innovative program connects Tahltans to industry shortages by combining training in Tahltan Territory with on-the-job practical work experience.",Dease Lake; British Columbia; Canada; North America,,V0C 1L0,for_profit,active,private,2023-01-01,,,,,,600000,600000,,,600000,600000,,,grant,,,1,2024-01-16,1,1,TD Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195784,185684,,,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82179d8e-3ee0-42cb-b361-c67d91da8240,Strucwise,strucwise,https://strucwise.com,https://www.linkedin.com/company/strucwise,,https://x.com/Strucwise,1-647-571-8947,info@strucwise.com,"Strucwise is an AI-augmented engineering company with cloud-based, integrated design tools for efficient and reliable solutions.",,Toronto; Ontario; Canada; North America,Great Lakes,,for_profit,active,private,2023-01-01,,,Artificial Intelligence (AI); Embedded Software; Software,Artificial Intelligence (AI); Data and Analytics; Science and Engineering; Software,c_00001_00010,50000,50000,50000,50000,50000,50000,50000,50000,pre_seed,pre_seed,seed,1,2023-11-22,1,,Right Side Capital Management,,,,,,,,,1,Fatemeh Dastourian,,,,,,,,,,,,,,,,,,,195829,185727,,,-0.3,-0.2,,,,,,,,,,,182,,,14801985,,,,,74,,6,,11,,,,,,,,205151,205151,,,,,,,,,,,,,,,,,,,,,,
c6cda515-2c25-405b-65cf-edf7c60d00f9,Commerce Resources,commerce-resources,http://www.commerceresources.com,https://www.linkedin.com/company/commerce-resources-corp/,https://www.facebook.com/commerceresourcesfan,https://x.com/commercerescce,(604) 484-2700,info@commerceresources.com,Commerce Resources is a publicly held exploration company focused on rare metals and earth elements.,"Commerce Resources operates as a mineral exploration and development company. Its primary focus is on rare metals and rare earth elements in Canada. Commerce’s principal assets are its Blue River Tantalum-Niobium Project in British Columbia and its Eldor Rare Earth Project in Quebec. 

The company’s Blue River Project, located in British Columbia, Canada, is host to the Upper Fir Deposit. The Eldor Property is situated in northern Quebec approximately 130 kilometers south of the town of Kuujjuaq. The property is 100% owned by the Company and is consists of 404 claims comprising approximately 19,006 hectares. Other claims consist of mineral claims located in British Columbia., Canada is known as the Cable Creek, Mud Lake, Alan Parson, Lac. Nach and Carbo claims",Vancouver; British Columbia; Canada; North America,,V6C 1H2,for_profit,active,public,2001-01-01,[object Object],,Mineral; Mining; Natural Resources,Natural Resources; Sustainability,c_00001_00010,18850843,18850843,17326642,17326642,2150000,1524201,2606977,1823380,post_ipo_debt,post_ipo_equity,m_and_a,6,2025-04-09,1,1,Natural Resources Canada,,,,,,,,,,,,,was_acquired,[object Object],[object Object],[object Object],,,merge,,2001-08-24,,,,,,[object Object],cve,195876,185771,,-0.1,-0.4,-2.7,r_00010000,1,,management,53,1,10,,2025-10-13,,40,758.3333333,-0.03950256035,25537434,-58425,-0.01002690833,1,-0.5276465028,,2.881578947,1,1.057353658,13,14,,,,,,,48583,48583,,,,,,,,,,,,,,,,,,,,,,
02d530af-65a4-4dd6-9428-0f010b84a45e,Atlas Engineered Products,atlas-engineered-products,https://atlasengineeredproducts.com/,https://www.linkedin.com/company/atlas-engineered-products-ltd,https://www.facebook.com/AtlasEngineeredProducts/,https://x.com/atlasepmedia,250.754.1400,info@atlastruss.ca,Atlas Engineered Products is a suppliers of trusses and engineered wood products.,Atlas Engineered Products is a supplier of trusses and engineered wood products. The company operates manufacturing and distribution facilities for the needs of residential and commercial builders.,Nanaimo; British Columbia; Canada; North America,,V9S 5X9,for_profit,active,public,1999-01-01,[object Object],,Manufacturing; Real Estate,Manufacturing; Real Estate,c_00051_00100,7061111,7061111,7061111,7061111,9550035,6963611,9550035,6963611,post_ipo_equity,post_ipo_equity,ipo,2,2024-06-17,1,,Brisio Innovations,,,,,,,,,1,Mohammad Hadi Abassi,,5,made_acquisitions,,,,,,,,2017-11-09,,,,,,[object Object],cve,195966,185859,,-0.1,-0.2,0.7,r_00050000,,,,33,,11,,,,154,508.1666667,3.126865672,16734835,-9248881,-0.5200337293,0.6558,0.0886,30,9.708333333,1.3442,0.73145,5,,,,,1,,c19,842858,842858,,,,,,,,,,,,,,,,,,,,,,
5a63201b-fa3a-4f79-a90f-b9bb50a1fbab,BioNorth Solutions,bionorth-solutions,https://bionorthsolutions.com,https://www.linkedin.com/company/bionorthsolutions,https://www.facebook.com/BioNorthSolutions,https://x.com/BioNorthSltns,+1 (807) 344-1601,info@bionorthsolutions.com,"BioNorth Solutions produces some of the most aggressive, consistent and effective microbes available in the hydrocarbon remediation.",,Thunder Bay; Ontario; Canada; North America,Great Lakes,,for_profit,active,private,2014-01-01,,,Agriculture; Biotechnology; Environmental Consulting,Agriculture and Farming; Biotechnology; Professional Services; Science and Engineering,c_00001_00010,103500,75347,,,103500,75347,,,grant,,,1,2025-07-17,1,1,Natural Products Canada,,,,,,,,,1,Amber Kivisto,,,,,,,,,,,,,,,,,,,196083,185972,,,-0.6,0.1,r_00001000,3,,management; medical_science,,,6,,,,111,,,19147248,,,1,,,,1,,39,,,,,,,,318406,318406,,,,,,,,,,,,,,,,,,,,,,
37401437-696c-4a50-83cd-1e5c589dfd39,Machon’s Point Fishermen,machon-s-point-fishermen,https://machonpt.com,,,,902-962-3266,,Machon’s Point Fishermen offers lobster industry supply chain services.,Machon’s Point Fishermen offers lobster industry supply chain services.,Murray Harbour; Prince Edward Island; Canada; North America,,,for_profit,active,private,,,,Seafood; Supply Chain Management,Food and Beverage; Transportation,,256910,193392,,,256910,193392,,,debt_financing,,,1,2023-12-21,1,1,Atlantic Canada Opportunities Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196158,186045,,,-0.4,,,,,,,,,,,,595,,,8482011,,,1,,,,1,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397fd40d-2ff7-4e4e-bb00-a5fb0e4d6d74,Kabila Founder Mental Health Fund,kabila-founder-mental-health-fund,https://www.flipcause.com/secure/cause_pdetails/MjI4MTYy,https://www.linkedin.com/company/kabila-founder-mental-health/,,,,,Kabila Founder Mental Health Fund provide free mental therapy for startup founders in kabila ecosystem.,"Kabila Founder Mental Health Fund is an initiative aimed at supporting the mental well-being of startup founders within the Kabila ecosystem. It provides free access to mental therapy services for founders, recognizing the unique stressors and challenges they face in their entrepreneurial journeys.",Richmond; British Columbia; Canada; North America,,94805,for_profit,active,private,2025-01-01,,,Health Care; Medical; Mental Health,Health Care,c_00001_00010,25000,25000,,,25000,25000,,,grant,,,1,2025-04-14,1,1,Brad Feld,,,,,,,,,1,James Oliver,,,,,,,,,,,,,,,,,,,196166,186053,,,-0.5,0.1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75739ef4-3ead-41a3-ade9-c28eb26d9431,911 Incident,911-incident,https://911incident.com,,,,1-519-501-0353,Ahmed.Chaarani@911Incident.com,911 Incidents is a private sector technology paired with firefighter experience that enables the system to assist departments.,"911 Incidents is a private sector technology paired with firefighter experience that enables the system to assist departments in becoming more efficient and productive. A completely customized solution that can interact with existing software and includes analytical dashboards to track all of your department's responses, fire prevention duties, and training.",Waterloo; Ontario; Canada; North America,Great Lakes,,for_profit,active,private,2019-01-01,,,Analytics; Public Safety; Software,Data and Analytics; Government and Military; Software,c_00001_00010,10000,10000,10000,10000,,,10000,10000,non_equity_assistance,seed,seed,2,2023-05-01,1,1,Accelerator Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196256,186137,,-0.1,-0.4,-0.1,,,,,,,3,,,,,,,,,,,,,,,,7,,,,,,,,191274,191274,,,,,,,,,,,,,,,,,,,,,,
5cdca261-ae4e-463f-9dd0-4ecd84b64723,Mindful FÜD,mindful-füd,https://mindfulfud.com/,https://www.linkedin.com/company/mindful-f%C3%BCd/,https://www.facebook.com/mindfulfud,,7789687080,Venessa@mindfulfud.com,Mindful FÜD have created the first and only vegan honey alternative made from fresh pressed organic apples!,Mindful FÜD have created the first and only vegan honey alternative made from fresh pressed organic apples!,North Vancouver; British Columbia; Canada; North America,,,for_profit,active,private,2015-01-01,,,Food Processing,Food and Beverage,c_00001_00010,30000,30000,,,30000,30000,,,non_equity_assistance,,,1,2025-04-29,1,1,ProVeg Incubator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196257,186138,,,0.4,0.2,,,,,,,3,,,,439,,1.430693069,9854870,-5633818,-0.3837113428,1,,,65.58333333,1,-0.7777777778,3,,,,,2,,c30,262520,262520,,,,,,,,,,,,,,,,,,,,,,
656b3b08-6cf7-4c42-9b89-f363bec840be,Lumidas,lumidas,https://lumidas.ca,https://www.linkedin.com/company/lumidas-inc,,,,,Lumidas is a technology startup specializing in geotechnical monitoring solutions for critical infrastructure.,"Lumidas is a technology startup specializing in geotechnical monitoring solutions for critical infrastructure using advanced fiber optic sensing technologies, including distributed acoustic sensing (DAS).",Calgary; Alberta; Canada; North America,,T2P 3T8,for_profit,active,private,2024-01-01,,,Infrastructure; Mining,Natural Resources; Other,c_00001_00010,83600,61489,,,83600,61489,,,grant,,,1,2025-06-12,1,1,Mining Innovation Commercialization Accelerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196325,186203,,,0.9,0.4,,,,,,,,,,,79,,,20734395,,,,,351,,5,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49cff800-c5e9-459a-9d82-5c70fd58d373,Elizabeth Fry Society of Northwestern Ontario,elizabeth-fry-society-of-northwestern-ontario,https://elizabethfrynwo.org,https://www.linkedin.com/company/elizabeth-fry-society-of-northwestern-ontario,,,,,Elizabeth Fry Society of Northwestern Ontario provides programs and services for women in conflict with the law.,Elizabeth Fry Society of Northwestern Ontario provides programs and services for women in conflict with the law.,Thunder Bay; Ontario; Canada; North America,Great Lakes,P7C 1J6,non_profit,active,private,2003-01-01,,,Non Profit; Women's,Community and Lifestyle; Other; Social Impact,c_00001_00010,838000,579349,,,838000,579349,,,grant,,,1,2025-02-28,1,1,Health Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196458,186325,,,-0.3,,,,,,,,,,,,88,,,20823513,,,,,128,,3,,3,,,,,,,,68163,68163,,,,,,,,,,,,,,,,,,,,,,
c69d5cce-8f03-45a1-be8c-a19d01d17595,YWCA Kitchener Waterloo,ywca-kitchener-waterloo,https://ywkw.ca,https://www.linkedin.com/company/ywca-kitchener-waterloo,https://www.facebook.com/ywcakw,https://x.com/ywcakw,5195768856,general@ywkw.ca,YW Kitchener-Waterloo is committed to enhancing the lives of women and girls by offering programs and services.,"YW Kitchener-Waterloo is committed to enhancing the lives of women and girls by offering programs and services that promote independence and choice in the economy, as well as physical and mental health.",Kitchener; Ontario; Canada; North America,Great Lakes,N2H 2M2,non_profit,active,private,1905-04-14,,,Charity; Children; Non Profit; Women's,Community and Lifestyle; Other; Social Impact,c_00251_00500,629689,629689,,,629689,629689,,,grant,,,1,2023-10-31,1,1,Women and Gender Equality Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196469,186336,,0.7,0.4,-0.6,,21,,management; pro_services,1,,,,,,1612,1327.666667,1.891803279,5380254,-4986633,-0.4201583154,0.8288,-0.2863670982,14,-0.8825910931,1.2593,-0.4392992236,3,,,,,,,,242103,242103,,,,,,,,,,,,,,,,,,,,,TRUE,
07efec41-8c67-43ef-a824-70f1084dbe36,Four Corners Contracting,four-corners-contracting-be36,https://four-corners.ca/,,,,+1 403-800-4073,imad@4-corners.ca,"Four Corners Contracting is ready to proceed with precision, expertise, and a steadfast commitment to excellence.","Four Corners Contracting is ready to proceed with precision, expertise, and a steadfast commitment to excellence.",Calgary; Alberta; Canada; North America,,T2S 0B1,for_profit,active,private,,,,Civil Engineering; Construction; Property Management,Real Estate; Science and Engineering,c_00011_00050,212500,154697,,,212500,154697,,,grant,,,1,2025-07-17,1,1,FedNor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196770,186627,,,-0.3,-0.1,r_00001000,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,123410,123410,,,,,,,,,,,,,,,,,,,,,,
420daed1-da4e-493f-9767-0531b89d9999,Eva's Initiatives for Homeless Youth,eva-s-initiatives-for-homeless-youth,https://www.evas.ca/,https://www.linkedin.com/company/eva's-initiatives/?originalSubdomain=ca,https://www.facebook.com/evasinitiatives/,https://x.com/evasinitiatives,1416-977-4497,info@evas.ca,"Eva's Initiatives for Homeless Youth provides transitional housing, and health programs to homeless youth in Toronto.",,Toronto; Ontario; Canada; North America,Great Lakes,M5V 3A8,non_profit,active,private,1989-01-01,,,Communities; Young Adults,Community and Lifestyle,c_00101_00250,100000,100000,,,100000,100000,,,grant,,,3,2024-01-17,1,1,Bell Let's Talk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196781,186636,,,,-0.8,,26,,management; operations; sales,,,4,,,,1785,5395,-0.2346743295,5144410,438023,0.09014607013,0.6852,-0.6466909849,221,-0.8463661454,1.5423,-0.3432177872,53,17,,,,,,,73641,73641,,,,,,,,,,,,,,,,,,,,,,
47cea27c-d430-44ce-b6ce-5e2e0b69df69,The Canadian Coalition of Green Health Care,the-canadian-coalition-of-green-health-care,https://greenhealthcare.ca/,https://www.linkedin.com/company/canadian-coalition-for-green-health-care/,https://www.facebook.com/CanadianCoalitionforGreenHealthcare/,https://x.com/ccghc,,coalition@greenhealthcare.ca,"The Canadian Coalition of Green Health Care is an environmental sustainable, Climate Resilient, Net Zero Canadian Health System.",The aim of the Canadian Coalition of Green Health Care is to empower people and organizations to promote green health practices and policy.,Hamilton; Ontario; Canada; North America,Great Lakes,89089,,active,private,2000-01-01,,,Environmental Consulting; Non Profit,Other; Professional Services; Social Impact,c_00001_00010,392232,281359,,,392232,281359,,,grant,,,1,2025-10-01,1,1,Environment and Climate Change Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196805,186661,,,2.9,8.7,,,,,,,,,,,1299,,,5907474,,,0.9076,,89,,1.0939,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae76f193-289e-4ddf-a6b2-d3fbb465067d,K’ahsho Development Foundation,k-ahsho-development-foundation,https://tuyetakgf.ca,,,,,,K’ahsho Development Foundation identifies long-term solutions for peatland conservation.,K’ahsho Development Foundation identifies long-term solutions for peatland conservation.,Iqaluit; Nunavut; Canada; North America,,,for_profit,active,private,2007-01-01,,,Environmental Consulting; Sustainability,Professional Services; Sustainability,c_00051_00100,391240,290220,,,391240,290220,,,grant,,,1,2024-01-25,1,1,Environment and Climate Change Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196831,186687,,,,-0.2,,,,,,,,,,,351,,,10679874,,,0.4074,,142,,3.963,,2,,,,,,,,29430,29430,,,,,,,,,,,,,,,,,,,,,,
8924ce72-fb0a-4fa8-b13b-a015f7f5d548,Alberta Native Friendship Centres Association,alberta-native-friendship-centres-association,http://anfca.com/,https://www.linkedin.com/company/alberta-native-friendship-centres-association,,https://x.com/anfca,17804233138,,anfca is a non-profit organization that provides a caliber of services and support to community-based friendship centers.,anfca is a non-profit organization that provides a caliber of services and support to community-based friendship centers.,Edmonton; Alberta; Canada; North America,,,non_profit,active,private,1970-01-01,,,Non Profit; Service Industry,Other; Social Impact,c_00011_00050,500000,500000,,,500000,500000,,,grant,,,1,2024-01-09,1,1,Women and Gender Equality Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196853,186709,,,-0.2,-0.6,,,,,,,3,,,,676,,0.3818181818,7982340,-2257915,-0.1803309509,0.608,-0.2486904138,808,-0.9237074401,1.9571,-0.165467205,9,,,,,,,,61185,61185,,,,,,,,,,,,,,,,,,,,,,
a4149aa4-c29c-4485-bee7-694487392741,Think Self-Management,think-self-management,https://www.thinkselfmanagement.ca,,https://www.facebook.com/thinkselfmanagement,,,info@thinkselfmanagement.ca,Think Self-Management provides medical professionals the tools and resources they need to treat chronic diseases.,"Think Self-Management provides medical professionals the tools and resources they need to treat chronic diseases. It promotes self-management as a way to live happier, healthier lives.",Dartmouth; Nova Scotia; Canada; North America,,,for_profit,active,private,,,,Health Care; Hospital; Medical Device,Health Care,c_00001_00010,100000,100000,,,100000,100000,,,grant,,,1,2023-09-19,1,1,Ontario Brain Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196865,186721,,,-0.7,0.3,,,,,1,,,,,,78,,,20789973,,,1,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4b74a49-4bfa-4eb6-a28c-9d011dc90d27,Canadian Centre for Housing Rights,canadian-centre-for-housing-rights,https://housingrightscanada.com/,https://www.linkedin.com/company/canadian-centre-for-housing-rights/,https://www.facebook.com/CanadianCentreforHousingRights,,416-944-0087,,"Canadian Centre for Housing Rights' vision is for everyone to have an adequate, accessible, and affordable place to live.","Canadian Centre for Housing Rights focuses on ensuring that all individuals have access to safe, adequate, and affordable housing. This involves addressing issues like housing affordability, accessibility for people with disabilities, and the overall quality of housing.",Toronto; Ontario; Canada; North America,Great Lakes,M5T 2C2,for_profit,active,private,1987-01-01,,,Civil Engineering; Social,Community and Lifestyle; Science and Engineering,c_00011_00050,248950,248950,,,248950,248950,,,grant,,,1,2024-08-28,1,1,Public Health Agency of Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196873,186728,,,,-0.3,,5,,management,,,,,,,8314,8622,-0.6371885068,2023318,1363256,1.007304728,0.6659,0.3334450964,149,4.410958904,1.5599,0.1522227517,30,,,,,,,,70732,70732,,,,,,,,,,,,,,,,,,,,,,
4a9ee91e-2cfc-4a2a-a310-55c5bde687ec,Maille Atelier,maille-atelier,https://mailleatelier.com/,,,,,,Maille Atelier is an SME that specializes in space planning and the design and manufacture of custom furniture.,Maille Atelier is an SME that specializes in space planning and the design and manufacture of custom furniture.,New Richmond; Quebec; Canada; North America,,G0C 2B0,for_profit,active,private,2019-01-01,,,Furniture; Manufacturing; Product Design,Consumer Goods; Design; Manufacturing,c_00011_00050,350000,350000,,,350000,350000,,,debt_financing,,,1,2023-05-26,1,1,Canada Economic Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196882,186737,,,,-0.2,r_00001000,,,,,,4,,,,,,,,,,,,,,,,2,,,,,,,,29850,29850,,,,,,,,,,,,,,,,,,,,,,
e85ea30a-cfdc-4749-9ad5-71d29f1f7481,National accessArts Centre,national-accessarts-centre,https://accessarts.ca,https://www.linkedin.com/company/accessarts,https://www.facebook.com/AccessArtsCA,https://x.com/AccessArtsCA,+1 403 253 3174,info@accessarts.ca,"National accessArts Centre is a disability arts organization that hosts visual arts, music, and indigenous programs.",,Calgary; Alberta; Canada; North America,,T2H 0Y1,non_profit,active,private,1975-01-01,,,Art; Non Profit; Performing Arts; Social,Community and Lifestyle; Media and Entertainment; Other; Social Impact,c_00011_00050,750000,548836,,,750000,548836,,,grant,,,1,2025-07-07,1,1,Canadian Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196944,186797,,,-0.2,-1,r_00001000,,,,3,,1,,,,567,,,8686151,,,0.7284,,294,,1.6949,,7,,,,,,,c35,70766,70766,,,,,,,,,,,,,,,,,,,,,,
5a9a37ee-3f2d-4825-823b-d8ce46d07975,Pepper North Artisan Foods,pepper-north-artisan-foods,https://www.peppernorth.com,https://www.linkedin.com/company/pepper-north/,https://www.facebook.com/peppernorth/,https://x.com/pepper_north,,hello@peppernorth.com,Pepper North Artisan Foods produces and supplies a wide range of hot pepper products.,,Oshawa; Ontario; Canada; North America,Great Lakes,L1H,for_profit,active,private,2013-01-01,,,Food and Beverage; Food Processing; Manufacturing; Retail,Commerce and Shopping; Food and Beverage; Manufacturing,c_00001_00010,30000,30000,,,30000,30000,,,grant,,,1,2023-06-14,1,1,i.d.e.a. Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197106,186954,,1.1,,-0.1,r_00001000,,,,1,,5,,,,6442,,-0.5853899309,2438816,3106382,0.4667176998,0.2173,0.366779225,52,-0.9029982363,4.4013,-0.4065281899,28,,,,,2,,c30,317538,317538,,,,,,,,,,,,,,,,,,,,,,
ca5ad695-40f0-4660-ae50-32acd631df9b,Kwiakah Indian Band,kwiakah-indian-band,https://www.kwiakah.com,,,,(250) 923 - 1556,info@kwiakah.com,Kwiakah Indian Band conducts a regenerative forestry pilot initiative.,"Kwiakah Indian Band conducts a regenerative forestry pilot initiative, allowing the band to conduct research and collect baseline data to estimate carbon storage within local woods.",Campbell River; British Columbia; Canada; North America,,437 STN,for_profit,active,private,1994-02-01,,,Environmental Consulting; Forestry,Agriculture and Farming; Professional Services,c_00001_00010,705795,524423,,,705795,524423,,,grant,,,1,2024-01-26,1,1,Environment and Climate Change Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197140,186987,,,-0.2,1.2,,,,,,,,,,,76,,-0.6243980738,21906178,4830928,0.5810211909,1,-0.4606796117,,30,1,0.2060057887,2,,,,,,,,92376,92376,,,,,,,,,,,,,,,,,,,,,,
660fba83-98d1-4354-9768-33b66a4c972c,Council of Agencies Serving South Asians,council-of-agencies-serving-south-asians,https://www.cassa.ca/,https://www.linkedin.com/company/council-of-agencies-serving-south-asians/,https://www.facebook.com/CASSAOnline/,,(416) 932 1359,cassa@cassa.ca,"CASSA's objective is to help South Asians achieve economic, social, political, and cultural empowerment.","CASSA's objective is to help South Asians achieve economic, social, political, and cultural empowerment by serving as a source of information, research, mobilization, coordination, and leadership on social justice problems in our communities.",Edmonton; Alberta; Canada; North America,,T5H 3H5,non_profit,active,private,1989-01-01,,,Non Profit,Other; Social Impact,c_00011_00050,248282,248282,,,248282,248282,,,grant,,,1,2024-08-28,1,1,Public Health Agency of Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197270,187109,,,-0.2,-0.4,,17,,engineering; management; medical_science; operations,,,3,,,,132,529.1666667,0.3271028037,17867815,-1858172,-0.1608247869,,-0.3177308276,91,-0.8143712575,2,1.096378051,31,,,,,,,,78513,78513,,,,,,,,,,,,,,,,,,,,,,
315db659-2c7f-4b9c-a210-0a64df80f333,AllIn Bio,allin-bio,https://allinbio.com/,,,,+1-608-469-4230,josh@allinbio.com,AllIn Bio specializes in an immunology service intended to transform the treatment of chronic inflammatory diseases.,,Woodside; Quebec; Canada; North America,,94062,for_profit,active,private,2024-01-01,,,Health Care; Life Science; Medical,Biotechnology; Health Care; Science and Engineering,,,,,,,,,,seed,seed,seed,1,2025-01-01,1,,AV8 Ventures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197283,187122,,0.2,1.9,4.1,,,,,,,,,,,399,,,10337000,,,1,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81945245-1baa-01b9-74de-4eb9d1cf2472,Largo Resources,largo-resources,http://www.largoresources.com/,http://www.linkedin.com/company/largo-resources-ltd-,http://www.facebook.com/pages/Largo-Resources-LGO/232451330133020,https://x.com/LargoResources1,+1 141-686-1979,info@largoresources.com,"Largo Resources is engaged in the acquisition, exploration and development of exploration and evaluation properties","Largo Resources Ltd. (TSX-V:LGO) is a mid-tier mining development company primarily focused on ramping-up production of vanadium at its Maracás Menchen Mine in Brazil.

Largo has accomplished a unique feat in the mining industry, by successfully financing, building and bringing a project to production in a trying market environment and in a unique commodity.

Largo’s Maracás Menchen Mine boasts the highest grade vanadium deposit yet discovered and is expected to be a low cost producer. With an off-take in place with commodities giant Glencore, Largo is well positioned to become the leading producer of vanadium globally and expects to generate substantial cash-flows.

Vanadium is primarily used as an alloy to strengthen steel and reduce its weight. Vanadium enhanced steels are used in a vast and growing range of products that we use and encounter every day; including, rebar, automobiles, transport infrastructure etc. With a compound annual growth rate of over 6% for the past several years, vanadium is a bourgeoning commodity, with concentrated supply which lacks opportunities for investment in the wider market place. As trends in the steel industry now demand increasingly stronger and lighter products for advanced applications, the use of vanadium is expected to continue this growth over the medium and long term.

As Largo ramps-up production at its Maracás Menchen Mine and begins generating cash-flow, it presents a unique opportunity for investors to gain exposure to the vanadium market.",Toronto; Ontario; Canada; North America,Great Lakes,M5X 1G5,for_profit,active,public,1988-01-01,[object Object],,Developer Platform; Developer Tools; Manufacturing; Web Development,Manufacturing; Software,c_00251_00500,15998525,15998525,10009975,10009975,8250000,5988550,10009975,10009975,post_ipo_debt,post_ipo_equity,ipo,3,2025-08-11,1,1,ARG International AG,,,,,,,,,,,,,,,,,,,,,2000-09-29,,,,,,[object Object],tsx,197340,187177,,,-0.1,,r_00100000,2,,management; operations,30,,9,,2024-09-18,,76,,1.1,21938835,-6100522,-0.2456495068,1,,,,1,,5,,,,,,,,15597056,15597056,,,,,,,,,,,,,,,,,,,,,,
98729309-4949-4c38-a9ec-17758d591028,Sight Power,sight-power-1028,https://sight-power.com/,https://www.linkedin.com/company/sight-power-inc-/,,,+1-613-793-5010,info@sight-power.com,Sight Power concentrated on putting DIGITAL MINETM technology solutions into practice.,Sight Power develops DIGITAL MINE™ technology solutions. Sight Power created the first automated monitoring system for mine shafts and transit tunnels.,Ottawa; Ontario; Canada; North America,Great Lakes,K1T 0C6,for_profit,active,private,2010-01-01,,,,,c_00011_00050,612150,465605,,,612150,465605,,,grant,,,1,2023-06-22,1,1,Mining Innovation Commercialization Accelerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197381,187217,,,-0.1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,421514,421514,,,,,,,,,,,,,,,,,,,,,,
